iccs,leg_stat,sex,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03011,PER_VICT,F,NR,BG	80 	109 	131 	113 	142 	127 	119 	148 	164 	187 	157 	211 	246 	262 
ICCS03011,PER_VICT,F,NR,CH	737 	667 	648 	604 	594 	568 	509 	538 	550 	549 	528 	524 	632 	: 
ICCS03011,PER_VICT,F,NR,CZ	722 	591 	634 	: 	494 	602 	559 	612 	570 	592 	601 	521 	432 	468 
ICCS03011,PER_VICT,F,NR,DE	9797 	9597 	9029 	8600 	7831 	7622 	6732 	7048 	7153 	7754 	7220 	7448 	7099 	7059 
ICCS03011,PER_VICT,F,NR,DK	2318 	1729 	1811 	1687 	1439 	1168 	839 	699 	685 	747 	744 	818 	806 	890 
ICCS03011,PER_VICT,F,NR,EL	226 	126 	148 	142 	223 	217 	183 	194 	222 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,ES	1774 	1384 	1550 	1680 	1431 	1273 	1245 	1207 	1237 	923 	1094 	1090 	1200 	1333 
ICCS03011,PER_VICT,F,NR,FI	1727 	1353 	1311 	1199 	1096 	1016 	937 	892 	869 	921 	855 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,FR	31050 	23246 	20628 	17343 	14862 	12931 	10729 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,HR	393 	289 	420 	265 	230 	306 	242 	308 	267 	115 	107 	126 	113 	164 
ICCS03011,PER_VICT,F,NR,HU	389 	415 	294 	412 	460 	495 	316 	261 	216 	188 	187 	241 	223 	211 
ICCS03011,PER_VICT,F,NR,IE	941 	889 	947 	904 	745 	613 	599 	429 	369 	483 	425 	418 	310 	: 
ICCS03011,PER_VICT,F,NR,IS	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,LI	: 	: 	: 	: 	: 	2 	1 	4 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,LT	62 	66 	100 	91 	141 	140 	94 	92 	98 	135 	145 	151 	107 	145 
ICCS03011,PER_VICT,F,NR,LU	: 	: 	: 	: 	86 	112 	63 	72 	86 	74 	69 	64 	55 	: 
ICCS03011,PER_VICT,F,NR,LV	96 	90 	88 	105 	97 	81 	48 	55 	47 	48 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,ME	7 	10 	4 	6 	8 	2 	5 	4 	3 	2 	3 	7 	8 	13 
ICCS03011,PER_VICT,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	37 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,MT	28 	19 	29 	18 	19 	26 	23 	11 	14 	12 	18 	10 	12 	16 
ICCS03011,PER_VICT,F,NR,NO	1976 	1819 	1838 	1991 	1909 	1877 	1599 	1396 	1371 	1316 	1365 	1214 	1231 	1197 
ICCS03011,PER_VICT,F,NR,PL	575 	546 	694 	730 	679 	752 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,PT	156 	159 	188 	215 	183 	165 	173 	169 	150 	186 	162 	210 	190 	227 
ICCS03011,PER_VICT,F,NR,RO	802 	680 	611 	555 	654 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,RS	117 	90 	124 	116 	108 	49 	54 	56 	72 	103 	114 	104 	136 	152 
ICCS03011,PER_VICT,F,NR,SE	8701 	8267 	7638 	7076 	6438 	5819 	5461 	6304 	5614 	5915 	6153 	5552 	5436 	5202 
ICCS03011,PER_VICT,F,NR,SI	47 	41 	36 	32 	40 	28 	41 	39 	49 	44 	39 	51 	66 	48 
ICCS03011,PER_VICT,F,NR,SK	93 	93 	97 	99 	96 	82 	87 	87 	90 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,UKC-L	: 	: 	: 	: 	48122 	36925 	32080 	26317 	14821 	14821 	14762 	14589 	13902 	12133 
ICCS03011,PER_VICT,F,NR,UKM	: 	: 	: 	2191 	2023 	1652 	1617 	1730 	1648 	922 	766 	238 	: 	: 
ICCS03011,PER_VICT,F,NR,UKN	: 	: 	: 	933 	838 	730 	643 	588 	447 	465 	516 	481 	400 	368 
ICCS03011,PER_VICT,F,NR,XK	5 	54 	37 	29 	24 	20 	28 	25 	29 	37 	28 	40 	62 	60 
ICCS03011,PER_VICT,F,P_HTHAB,AL	3.80 	3.65 	4.26 	2.44 	2.81 	3.03 	4.07 	2.58 	: 	: 	1.56 	: 	2.87 	3.54 
ICCS03011,PER_VICT,F,P_HTHAB,AT	37.81 	34.92 	35.45 	35.60 	31.12 	25.36 	23.85 	24.38 	26.48 	25.92 	26.33 	25.69 	14.12 	13.32 
ICCS03011,PER_VICT,F,P_HTHAB,BG	2.24 	3.04 	3.63 	3.11 	3.89 	3.45 	3.22 	3.98 	4.39 	4.97 	4.15 	5.54 	6.42 	6.79 
ICCS03011,PER_VICT,F,P_HTHAB,CH	16.87 	15.38 	15.04 	14.12 	13.99 	13.51 	12.22 	13.07 	13.51 	13.61 	13.22 	13.25 	16.14 	: 
ICCS03011,PER_VICT,F,P_HTHAB,CZ	13.30 	10.90 	11.73 	: 	9.19 	11.22 	10.43 	11.44 	10.65 	11.07 	11.26 	9.78 	8.14 	8.87 
ICCS03011,PER_VICT,F,P_HTHAB,DE	23.26 	22.78 	21.47 	20.50 	18.72 	18.30 	16.28 	17.10 	17.39 	18.87 	17.57 	17.86 	16.98 	16.83 
ICCS03011,PER_VICT,F,P_HTHAB,DK	78.97 	59.09 	62.08 	58.08 	49.82 	40.71 	29.45 	24.66 	24.26 	26.55 	26.53 	29.30 	29.00 	32.21 
ICCS03011,PER_VICT,F,P_HTHAB,EL	4.12 	2.29 	2.68 	2.57 	4.02 	3.90 	3.27 	3.46 	3.94 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,ES	7.34 	5.73 	6.48 	7.07 	6.04 	5.39 	5.27 	5.11 	5.22 	3.89 	4.63 	4.64 	5.14 	5.78 
ICCS03011,PER_VICT,F,P_HTHAB,EU_V	33.86 	28.15 	26.40 	24.35 	21.37 	20.29 	19.57 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,FI	61.68 	48.37 	46.91 	42.91 	39.27 	36.47 	33.71 	32.19 	31.48 	33.51 	31.24 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,FR	88.87 	66.82 	59.44 	50.11 	42.56 	36.60 	31.29 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,HR	18.97 	13.85 	19.97 	12.48 	10.70 	14.12 	11.07 	14.02 	12.11 	5.19 	4.82 	5.65 	5.06 	7.34 
ICCS03011,PER_VICT,F,P_HTHAB,HU	7.68 	8.16 	5.77 	8.07 	8.98 	9.63 	6.12 	5.04 	4.16 	3.61 	3.57 	4.58 	4.23 	4.00 
ICCS03011,PER_VICT,F,P_HTHAB,IE	37.22 	35.46 	38.26 	37.08 	30.83 	25.68 	25.34 	18.32 	15.92 	20.88 	18.47 	18.27 	13.66 	: 
ICCS03011,PER_VICT,F,P_HTHAB,IS	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,LI	: 	: 	: 	: 	: 	10.55 	5.32 	21.36 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,LT	4.18 	4.43 	6.67 	6.02 	9.18 	8.98 	5.97 	5.80 	6.11 	8.33 	8.81 	8.93 	6.26 	8.40 
ICCS03011,PER_VICT,F,P_HTHAB,LU	: 	: 	: 	: 	29.25 	39.02 	22.42 	26.22 	32.01 	28.13 	26.83 	25.33 	22.12 	: 
ICCS03011,PER_VICT,F,P_HTHAB,LV	9.43 	8.77 	8.50 	10.05 	9.20 	7.61 	4.47 	5.07 	4.28 	4.32 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,ME	2.23 	3.18 	1.27 	1.91 	2.54 	0.64 	1.59 	1.27 	0.96 	0.64 	0.96 	2.23 	2.56 	4.16 
ICCS03011,PER_VICT,F,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	: 	3.60 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,MT	11.24 	7.64 	12.00 	7.66 	8.31 	11.99 	10.72 	5.17 	6.62 	5.72 	8.63 	4.81 	5.82 	7.80 
ICCS03011,PER_VICT,F,P_HTHAB,NO	73.95 	68.36 	69.54 	75.78 	73.16 	72.55 	62.28 	54.94 	54.50 	26.39 	27.74 	24.99 	25.65 	25.27 
ICCS03011,PER_VICT,F,P_HTHAB,PL	2.94 	2.79 	3.54 	3.73 	3.47 	3.84 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,PT	2.87 	2.92 	3.47 	3.96 	3.37 	3.03 	3.17 	3.09 	2.73 	3.37 	2.94 	3.81 	3.46 	4.14 
ICCS03011,PER_VICT,F,P_HTHAB,RO	8.17 	6.89 	6.16 	5.56 	6.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,RS	3.32 	2.53 	3.47 	3.23 	2.99 	1.35 	1.48 	1.53 	1.95 	2.78 	3.06 	2.77 	3.61 	4.02 
ICCS03011,PER_VICT,F,P_HTHAB,SE	168.74 	161.09 	150.13 	140.46 	129.23 	118.27 	112.02 	130.50 	117.20 	124.37 	130.21 	118.34 	116.84 	112.62 
ICCS03011,PER_VICT,F,P_HTHAB,SI	4.48 	3.92 	3.45 	3.08 	3.84 	2.69 	3.94 	3.75 	4.71 	4.24 	3.77 	4.94 	6.42 	4.69 
ICCS03011,PER_VICT,F,P_HTHAB,SK	3.33 	3.33 	3.48 	3.55 	3.45 	2.95 	3.13 	3.13 	3.24 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,UKC-L	: 	: 	: 	: 	180.30 	139.25 	121.87 	100.73 	51.44 	51.77 	51.93 	51.70 	49.61 	43.61 
ICCS03011,PER_VICT,F,P_HTHAB,UKM	: 	: 	: 	: 	72.75 	59.78 	58.70 	63.00 	60.18 	33.74 	28.15 	8.79 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,UKN	: 	: 	: 	: 	88.32 	77.18 	68.39 	62.83 	48.02 	50.16 	55.93 	52.42 	43.89 	40.72 
ICCS03011,PER_VICT,F,P_HTHAB,XK	: 	5.95 	4.06 	3.19 	: 	2.93 	: 	: 	: 	: 	3.15 	3.66 	5.74 	5.63 
ICCS03011,PER_VICT,M,NR,AL	5 	7 	15 	7 	4 	3 	12 	5 	7 	2 	0 	0 	9 	4 
ICCS03011,PER_VICT,M,NR,AT	180 	186 	164 	194 	155 	160 	114 	141 	121 	130 	140 	118 	38 	32 
ICCS03011,PER_VICT,M,NR,BA	0 	0 	: 	2 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_VICT,M,NR,CH	0 	1 	1 	0 	0 	0 	0 	0 	1 	0 	1 	1 	1 	: 
ICCS03011,PER_VICT,M,NR,CZ	54 	59 	60 	: 	47 	53 	45 	45 	26 	45 	38 	33 	27 	26 
ICCS03011,PER_VICT,M,NR,DE	761 	687 	685 	560 	638 	480 	363 	376 	348 	380 	389 	343 	289 	321 
ICCS03011,PER_VICT,M,NR,DK	273 	149 	178 	183 	160 	126 	97 	88 	102 	70 	95 	88 	79 	83 
ICCS03011,PER_VICT,M,NR,EL	39 	26 	39 	39 	39 	27 	9 	9 	3 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,ES	175 	112 	135 	168 	122 	148 	108 	123 	115 	74 	72 	121 	116 	139 
ICCS03011,PER_VICT,M,NR,FI	58 	69 	52 	40 	37 	44 	24 	33 	19 	17 	17 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,FR	3937 	3034 	2905 	2393 	2128 	1905 	1671 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,HR	58 	13 	51 	16 	14 	12 	17 	27 	7 	5 	8 	12 	12 	20 
ICCS03011,PER_VICT,M,NR,HU	88 	92 	87 	129 	113 	103 	64 	59 	14 	4 	9 	4 	3 	2 
ICCS03011,PER_VICT,M,NR,IE	117 	135 	118 	125 	94 	82 	66 	49 	22 	34 	26 	24 	19 	: 
ICCS03011,PER_VICT,M,NR,IS	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,LI	: 	: 	: 	: 	: 	0 	0 	1 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,LT	0 	0 	1 	0 	0 	3 	0 	1 	0 	0 	0 	0 	0 	1 
ICCS03011,PER_VICT,M,NR,LU	: 	: 	: 	: 	6 	13 	14 	9 	7 	6 	5 	1 	3 	: 
ICCS03011,PER_VICT,M,NR,LV	6 	11 	19 	14 	10 	13 	4 	2 	1 	0 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,ME	1 	0 	0 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
ICCS03011,PER_VICT,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,MT	2 	1 	2 	0 	0 	1 	0 	0 	1 	1 	0 	1 	0 	3 
ICCS03011,PER_VICT,M,NR,NO	336 	274 	263 	405 	276 	277 	244 	173 	176 	203 	171 	155 	192 	170 
ICCS03011,PER_VICT,M,NR,PL	24 	26 	24 	34 	42 	43 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,PT	15 	14 	21 	22 	20 	16 	24 	15 	15 	7 	23 	23 	31 	24 
ICCS03011,PER_VICT,M,NR,RO	97 	74 	81 	95 	72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,RS	11 	16 	5 	14 	9 	3 	6 	6 	1 	3 	6 	3 	4 	9 
ICCS03011,PER_VICT,M,NR,SE	613 	617 	633 	499 	531 	492 	457 	393 	403 	409 	379 	408 	501 	244 
ICCS03011,PER_VICT,M,NR,SI	2 	1 	1 	4 	2 	2 	0 	0 	0 	2 	2 	0 	1 	0 
ICCS03011,PER_VICT,M,NR,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,UKC-L	: 	: 	: 	: 	5802 	4565 	3767 	3072 	1553 	1553 	1276 	1303 	1172 	963 
ICCS03011,PER_VICT,M,NR,UKM	: 	: 	: 	102 	113 	103 	75 	67 	42 	72 	53 	15 	: 	: 
ICCS03011,PER_VICT,M,NR,UKN	: 	: 	: 	145 	109 	98 	110 	99 	92 	63 	58 	42 	35 	28 
ICCS03011,PER_VICT,M,NR,XK	86 	3 	6 	3 	3 	2 	2 	2 	1 	5 	1 	2 	2 	4 
ICCS03011,PER_VICT,M,P_HTHAB,AL	0.35 	0.49 	1.05 	0.49 	0.28 	0.21 	0.82 	0.34 	: 	: 	0.00 	: 	0.57 	0.25 
ICCS03011,PER_VICT,M,P_HTHAB,AT	4.09 	4.25 	3.76 	4.47 	3.59 	3.74 	2.72 	3.39 	2.93 	3.17 	3.43 	2.90 	0.94 	0.79 
ICCS03011,PER_VICT,M,P_HTHAB,BG	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,CH	0.00 	0.02 	0.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	0.00 	0.03 	0.03 	0.03 	: 
ICCS03011,PER_VICT,M,P_HTHAB,CZ	1.02 	1.12 	1.14 	: 	0.90 	1.02 	0.87 	0.87 	0.50 	0.87 	0.74 	0.64 	0.53 	0.51 
ICCS03011,PER_VICT,M,P_HTHAB,DE	1.85 	1.67 	1.67 	1.37 	1.57 	1.18 	0.91 	0.95 	0.88 	0.97 	0.99 	0.86 	0.72 	0.80 
ICCS03011,PER_VICT,M,P_HTHAB,DK	9.40 	5.14 	6.16 	6.36 	5.59 	4.44 	3.45 	3.15 	3.67 	2.53 	3.45 	3.21 	2.89 	3.06 
ICCS03011,PER_VICT,M,P_HTHAB,EL	0.75 	0.50 	0.75 	0.75 	0.75 	0.52 	0.17 	0.17 	0.06 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,ES	0.75 	0.48 	0.59 	0.73 	0.53 	0.65 	0.47 	0.54 	0.50 	0.32 	0.31 	0.53 	0.51 	0.62 
ICCS03011,PER_VICT,M,P_HTHAB,EU_V	3.74 	3.05 	3.03 	2.69 	2.45 	2.28 	2.14 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,FI	2.12 	2.53 	1.91 	1.47 	1.36 	1.63 	0.89 	1.23 	0.71 	0.64 	0.64 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,FR	12.03 	9.33 	8.95 	7.38 	5.59 	5.91 	5.19 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,HR	2.95 	0.66 	2.59 	0.81 	0.70 	0.59 	0.83 	1.32 	0.34 	0.24 	0.39 	0.58 	0.58 	0.96 
ICCS03011,PER_VICT,M,P_HTHAB,HU	1.89 	1.97 	1.86 	2.76 	2.42 	2.20 	1.36 	1.25 	0.30 	0.08 	0.19 	0.08 	0.06 	0.04 
ICCS03011,PER_VICT,M,P_HTHAB,IE	4.72 	5.49 	4.86 	5.23 	3.97 	3.51 	2.85 	2.13 	0.97 	1.50 	1.15 	1.06 	0.84 	: 
ICCS03011,PER_VICT,M,P_HTHAB,IS	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,LI	: 	: 	: 	: 	: 	0.00 	0.00 	5.43 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,LT	0.00 	0.00 	0.08 	0.00 	0.00 	0.23 	0.00 	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0.07 
ICCS03011,PER_VICT,M,P_HTHAB,LU	: 	: 	: 	: 	2.02 	4.50 	4.97 	3.27 	2.61 	2.29 	1.96 	0.40 	1.23 	: 
ICCS03011,PER_VICT,M,P_HTHAB,LV	0.69 	1.25 	2.15 	1.57 	1.12 	1.44 	0.44 	0.22 	0.11 	0.00 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,ME	0.33 	0.00 	0.00 	0.32 	0.00 	0.00 	0.00 	0.00 	0.00 	0.33 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	: 	0.10 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,MT	0.75 	0.38 	0.79 	0.00 	0.00 	0.46 	0.00 	0.00 	0.48 	0.48 	0.00 	0.48 	0.00 	1.48 
ICCS03011,PER_VICT,M,P_HTHAB,NO	12.36 	10.12 	9.79 	15.18 	10.42 	10.56 	9.39 	6.74 	6.94 	4.07 	3.48 	3.19 	4.00 	3.59 
ICCS03011,PER_VICT,M,P_HTHAB,PL	0.13 	0.14 	0.13 	0.18 	0.23 	0.23 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,PT	0.31 	0.29 	0.43 	0.45 	0.41 	0.33 	0.49 	0.30 	0.30 	0.14 	0.46 	0.45 	0.61 	0.47 
ICCS03011,PER_VICT,M,P_HTHAB,RO	1.03 	0.78 	0.85 	0.99 	0.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,RS	0.33 	0.47 	0.15 	0.41 	0.26 	0.09 	0.17 	0.17 	0.03 	0.09 	0.17 	0.08 	0.11 	0.25 
ICCS03011,PER_VICT,M,P_HTHAB,SE	11.74 	11.87 	12.31 	9.82 	10.59 	9.98 	9.38 	8.16 	8.46 	8.65 	8.08 	8.78 	10.88 	5.35 
ICCS03011,PER_VICT,M,P_HTHAB,SI	0.19 	0.10 	0.10 	0.39 	0.20 	0.20 	0.00 	0.00 	0.00 	0.20 	0.20 	0.00 	0.10 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,SK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,UKC-L	: 	: 	: 	: 	22.28 	17.67 	14.72 	12.11 	5.56 	5.60 	4.64 	4.78 	4.34 	3.59 
ICCS03011,PER_VICT,M,P_HTHAB,UKM	: 	: 	: 	: 	4.29 	3.94 	2.88 	2.59 	1.63 	2.80 	2.07 	0.59 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,UKN	: 	: 	: 	: 	11.99 	10.74 	12.14 	10.98 	10.27 	7.06 	6.54 	4.76 	4.00 	3.23 
ICCS03011,PER_VICT,M,P_HTHAB,XK	: 	0.34 	0.68 	0.34 	: 	0.23 	: 	: 	: 	: 	0.11 	0.18 	0.18 	0.37 
ICCS03011,PER_VICT,T,NR,AL	59 	59 	76 	42 	44 	46 	70 	42 	37 	22 	22 	41 	55 	60 
ICCS03011,PER_VICT,T,NR,AT	1895 	1765 	1760 	1790 	1543 	1283 	1159 	1202 	1267 	1247 	1271 	1219 	642 	600 
ICCS03011,PER_VICT,T,NR,BA	4 	5 	9 	15 	7 	16 	9 	9 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,BG	80 	109 	131 	113 	142 	127 	119 	148 	164 	187 	157 	211 	246 	262 
ICCS03011,PER_VICT,T,NR,CH	737 	668 	649 	604 	595 	568 	509 	538 	551 	549 	529 	525 	633 	: 
ICCS03011,PER_VICT,T,NR,CZ	776 	650 	694 	: 	541 	655 	604 	657 	596 	637 	639 	554 	459 	494 
ICCS03011,PER_VICT,T,NR,DE	10558 	10284 	9714 	9160 	8469 	8102 	7095 	7424 	7501 	8134 	7609 	7791 	7388 	7380 
ICCS03011,PER_VICT,T,NR,DK	2591 	1878 	1989 	1870 	1599 	1294 	936 	787 	787 	817 	839 	906 	885 	973 
ICCS03011,PER_VICT,T,NR,EL	265 	152 	187 	181 	262 	244 	192 	203 	225 	167 	172 	215 	213 	232 
ICCS03011,PER_VICT,T,NR,ES	1949 	1496 	1685 	1848 	1553 	1421 	1353 	1331 	1352 	1000 	1168 	1211 	1316 	1474 
ICCS03011,PER_VICT,T,NR,FI	1785 	1422 	1363 	1239 	1133 	1060 	961 	925 	888 	938 	872 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,FR	34987 	26280 	23533 	19736 	16810 	14836 	12405 	12157 	11171 	10885 	10406 	10108 	9842 	10277 
ICCS03011,PER_VICT,T,NR,HR	451 	302 	471 	281 	244 	318 	259 	335 	274 	120 	115 	138 	125 	184 
ICCS03011,PER_VICT,T,NR,HU	477 	507 	381 	541 	573 	598 	380 	320 	230 	192 	196 	245 	226 	213 
ICCS03011,PER_VICT,T,NR,IE	1058 	1024 	1065 	1029 	839 	695 	665 	478 	391 	517 	451 	442 	329 	: 
ICCS03011,PER_VICT,T,NR,IS	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,LI	: 	: 	: 	: 	: 	2 	1 	5 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,LT	62 	66 	101 	91 	141 	143 	94 	93 	98 	135 	145 	151 	107 	146 
ICCS03011,PER_VICT,T,NR,LU	: 	: 	: 	76 	92 	125 	77 	81 	93 	80 	74 	65 	58 	: 
ICCS03011,PER_VICT,T,NR,LV	102 	101 	107 	119 	107 	94 	52 	57 	48 	48 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,ME	8 	10 	4 	7 	8 	2 	5 	4 	3 	3 	3 	7 	8 	13 
ICCS03011,PER_VICT,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,MT	30 	20 	31 	18 	19 	27 	23 	11 	15 	13 	18 	11 	12 	19 
ICCS03011,PER_VICT,T,NR,NO	2312 	2093 	2101 	2396 	2185 	2154 	1843 	1569 	1547 	1519 	1563 	1369 	1423 	1367 
ICCS03011,PER_VICT,T,NR,PL	599 	572 	718 	764 	721 	795 	672 	814 	1446 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,PT	171 	173 	209 	237 	203 	181 	197 	184 	165 	193 	185 	233 	221 	251 
ICCS03011,PER_VICT,T,NR,RO	899 	754 	692 	650 	726 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,RS	128 	106 	129 	130 	117 	52 	60 	62 	73 	106 	120 	107 	140 	161 
ICCS03011,PER_VICT,T,NR,SE	9314 	8884 	8271 	7575 	6969 	6311 	5918 	6697 	6017 	6324 	6532 	5960 	5937 	5446 
ICCS03011,PER_VICT,T,NR,SI	49 	42 	37 	36 	42 	30 	41 	39 	49 	46 	41 	51 	67 	48 
ICCS03011,PER_VICT,T,NR,SK	93 	93 	97 	99 	96 	82 	87 	69 	90 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,UKC-L	: 	: 	: 	: 	53924 	41490 	35847 	29389 	16374 	16374 	16038 	15892 	15074 	13096 
ICCS03011,PER_VICT,T,NR,UKM	: 	: 	: 	2293 	2136 	1755 	1692 	1797 	1690 	1372 	1183 	997 	: 	: 
ICCS03011,PER_VICT,T,NR,UKN	: 	: 	: 	1078 	947 	828 	753 	687 	539 	528 	574 	523 	435 	396 
ICCS03011,PER_VICT,T,NR,XK	91 	57 	43 	32 	27 	22 	30 	27 	30 	42 	29 	42 	64 	64 
ICCS03011,PER_VICT,T,P_HTHAB,AL	2.08 	2.07 	2.66 	1.46 	1.53 	1.60 	2.43 	1.45 	: 	: 	0.78 	: 	1.73 	1.89 
ICCS03011,PER_VICT,T,P_HTHAB,AT	21.21 	19.83 	19.87 	20.29 	17.59 	14.75 	13.51 	14.13 	14.99 	14.83 	15.18 	14.60 	7.70 	7.22 
ICCS03011,PER_VICT,T,P_HTHAB,BG	1.16 	1.57 	1.87 	1.60 	2.00 	1.78 	1.65 	2.04 	2.25 	2.55 	2.13 	2.84 	3.29 	3.48 
ICCS03011,PER_VICT,T,P_HTHAB,CH	8.50 	7.76 	7.60 	7.12 	7.07 	6.82 	6.18 	6.61 	6.85 	6.90 	6.72 	6.74 	8.22 	: 
ICCS03011,PER_VICT,T,P_HTHAB,CZ	7.25 	6.08 	6.52 	: 	5.11 	6.21 	5.73 	6.25 	5.67 	6.06 	6.09 	5.30 	4.40 	4.78 
ICCS03011,PER_VICT,T,P_HTHAB,DE	12.70 	12.37 	11.70 	11.06 	10.26 	9.86 	8.74 	9.19 	9.32 	10.13 	9.48 	9.52 	9.01 	8.98 
ICCS03011,PER_VICT,T,P_HTHAB,DK	44.37 	32.25 	34.26 	32.35 	27.81 	22.67 	16.54 	13.99 	14.05 	14.64 	15.09 	16.37 	16.06 	17.77 
ICCS03011,PER_VICT,T,P_HTHAB,EL	2.48 	1.42 	1.74 	1.69 	2.43 	2.26 	1.77 	1.86 	2.04 	1.51 	1.55 	1.93 	1.92 	2.07 
